ENTIDAD;CODIGO_UNIDAD_EJECUTORA;VIGENCIA;RUBRO;DESCRIPCION
230;02;2019;2-00-991-00-00-29-6232-00;CURSO DE ACTUALIZACION PARA ESPECIALISTAS EN AVALUOS
230;02;2019;2-00-991-00-00-29-6233-00;CONTRATO INTER No. SCTEI CI-020 DE 2016 ENTRE LA GOBERNACION DE C/MARCA Y LA UD
230;02;2019;2-00-991-00-00-29-6234-00;CONTRATO INTER No. 418 DE 2016 ENTRE EL MUNICIPIO DE PAIPA Y LA UD
230;02;2019;2-00-991-00-00-29-6235-00;SEMINARIO ORGANISMOS DEPORTIVOS
230;02;2019;2-00-991-00-00-29-6237-00;CONTRATO INTER No. 1921 DE 2016 ENTRE EL INSTITUTO NACIONAL DE VIAS ¿ INVIAS Y LA UD
230;02;2019;2-00-991-00-00-29-6238-00;CONTRATO INTER CONTRATO INTER. PN-DIRAF No. 06-5-10165-16 POLICIA NACIONAL
230;02;2019;2-00-991-00-00-29-6239-00;CONTRATO INTER. No. 2162850 SUSCRITO EL FONDO FINAN. DE PROY. DESARROLLO ¿ FONADE Y LA UD
230;02;2019;2-00-991-00-00-29-6241-00;CONTRATO INTER. No. M1724 DE 2016 SUSCRITO ENTRE EL MINISTERIO DE INTERIOR - UD
230;02;2019;2-00-991-00-00-29-6243-00;CONTRATO No. 075 DE 2016 ENTRE ECOSIECHA S.A. Y LA UD
230;02;2019;2-00-991-00-00-29-6245-00;CONTRATO INTER No.110-00128-348-0-2016 ENTRE EL DADEP Y LA UD
230;02;2019;2-00-991-00-00-29-6247-00;CONTRATO INTER No. 1406 DE 2016 MINISTERIO DE EDUCACION NACIONAL Y LA UD
230;02;2019;2-00-991-00-00-29-6248-00;CONTRATO INTER. No No. 1782 DE 2016 ENTRE EL MINISTERIO DEL INTERIOR - FONSECON Y LA UD
230;02;2019;2-00-991-00-00-29-6249-00;CONTRATO INTER No. E-01500 DE 2016 ENTRE GOB. DEP. DE NORTE DE SANTANDER Y LA UD
230;02;2019;2-00-991-00-00-29-6250-00;CONTRATO INTER No. 147 DE 2016 ENTRE LA GOBERNACION DE CUNDINAMARCA Y LA UD
230;02;2019;2-00-991-00-00-29-6253-00;CONTRATO INTER No. 233 DE 2016 ENTRE EL FDL DE USME Y LA UD
230;02;2019;2-00-991-00-00-29-6254-00;CONTRATO INTER No. 207 DE 2016 ENTRE EL FDL DE USME Y LA UD
230;02;2019;2-00-991-00-00-29-6255-00;CONTRATO INTER No. 353 DE 2016 ENTRE LA UAESP Y LA UD
230;02;2019;2-00-991-00-00-29-6256-00;PROYECTO CERTIFICACION DE COMPETENCIAS PROFESIONALES RETIE 2017
230;02;2019;2-00-991-00-00-29-6257-00;DIPLOMADO EN GERENCIA DE SISTEMAS INTEGRADOS DE GESTION HSEQ 2017
230;02;2019;2-00-991-00-00-29-6258-00;CONTRATO INTER. No. 242 DE 2016 ENTRE FDL ENGATIVA   - UD
230;02;2019;2-00-991-00-00-29-6259-00;CONTRATO INTER. No. SCTEI - CI - 028 DE 2016 SEC.CIEN. TEC. INNOVACION DE LA GOBERNACION  - UD
230;02;2019;2-00-991-00-00-29-6260-00;CONTRATO INTER. No. 001 DE 2016 ENTRE EMPRESA SERVICIOS PUBLICOS CHIA-EMSERCHIA  - UD
230;02;2019;2-00-991-00-00-29-6261-00;CONTRATO INTER No. 240 DE 2016 ENTRE EL FDL DE USME Y LA UD
230;02;2019;2-00-991-00-00-29-6262-00;CONTRATO INTER No. 242 DE 2016 ENTRE EL FDL DE USME Y LA UD
230;02;2019;2-00-991-00-00-29-6263-00;CONTRATO INTER. No. 170 DE 2017 ENTRE EMPRESAS PUBLICAS DE CUNDINAMARCA  - UD
230;02;2019;2-00-991-00-00-29-6264-00;CONTRATO INTER No. 159 DE 2016 ENTRE EL FDL DE FONTIBON Y LA UD
230;02;2019;2-00-991-00-00-29-6265-00;CONTRATO INTER No. 231 DE 2016 ENTRE EL FDL DE USME Y LA UD
230;02;2019;2-00-991-00-00-29-6266-00;CONTRATO INTER No. 224 DE 2016 ENTRE EL FDL DE USME Y LA UD
230;02;2019;2-00-991-00-00-29-6267-00;CONTRATO INTER No. 222 DE 2016 ENTRE EL FDL DE USME Y LA UD
230;02;2019;2-00-991-00-00-29-6268-00;CONTRATO INTER No. L16 146 DE 2016 ENTRE EL FDL DE PUENTE ARANDA Y LA UD
230;02;2019;2-00-991-00-00-29-6269-00;CONTRATO INTER No. 153 DE 2016 ENTRE EL FDL DE FONTIBON Y LA UD
230;02;2019;2-00-991-00-00-29-6270-00;CONTRATO INTER No. 158 DE 2016 ENTRE EL FDL DE FONTIBON Y LA UD
230;02;2019;2-00-991-00-00-29-6271-00;CONTRATO INTER No. 160 DE 2016 ENTRE EL FDL DE FONTIBON Y LA UD
230;02;2019;2-00-991-00-00-29-6273-00;PROGRAMA ACADEMICO GESTION DE INSTRUMENTOS DE CALIDAD 2017-1
230;02;2019;2-00-991-00-00-29-6274-00;PROYECTO DE TITULACION Y ACTUALIZACION PROFESIONAL 2017-1
230;02;2019;2-00-991-00-00-29-6275-00;CONTRATO INTER No. 171 DE 2016 ENTRE EL FDL DE PUENTE ARANDA Y LA UD
230;02;2019;2-00-991-00-00-29-6276-00;CONTRATO INTER No. L16 140 DE 2016 ENTRE EL FDL DE PUENTE ARANDA Y LA UD
230;02;2019;2-00-991-00-00-29-6277-00;DIPLOMADO CONSTELACIONES FAMILIARES Y PADAGOGIA SISTEMICA FAMILIAR
230;02;2019;2-00-991-00-00-29-6278-00;CONTRATO INTER No. 79 DE 2017 ENTRE EL FONCEP Y LA UD
230;02;2019;2-00-991-00-00-29-6279-00;CONTRATO INTER No. 273 DE 2017 CON LA ESCUELA SUPERIOR DE ADMON PUBLICA - ESAP
230;02;2019;2-00-991-00-00-29-6280-00;DIPLOMADO DE ACTUALIZACION FAC. CIENCIAS 07-2017
230;02;2019;2-00-991-00-00-29-6281-00;CONTRATO INTER No. 152 DE 2016 ENTRE EL FDL DE TUNJUELITO Y LA UD
230;02;2019;2-00-991-00-00-29-6282-00;II CONGRESO DE INVESTIGACION E INNOVACION EN EDUCACION
230;02;2019;2-00-991-00-00-29-6283-00;CONTRATO INTER. No. 0002 DE 2017 ENTRE EL MUNICIPIO DE FLORENCIA  - UD
230;02;2019;2-00-991-00-00-29-6285-00;CONGRESO INTERNACIONAL DE COMPUTACION CICOM 2017
230;02;2019;2-00-991-00-00-29-6286-00;CONTRATO INTER No. 198 DE 2017 ENTRE EL ARCHIVO GENERAL DE LA NACION Y LA UD
230;02;2019;2-00-991-00-00-29-6287-00;CONTRATO INTER. No. 2354 DE 2016 SUSCRITO CON EL INST. DIST. DE LAS ARTES IDARTES
230;02;2019;2-00-991-00-00-29-6289-00;CURSOS PREPARATORIOS PRUEBAS SABER ONCE 2017
230;02;2019;2-00-991-00-00-29-6290-00;CURSOS TALLER DE MICROFILMACION, DIGITALIZACION Y CONSERVACION 2017
230;02;2019;2-00-991-00-00-29-6291-00;DIPLOMADO EN PROCESAMIENTO DE INFORMACION CON DRONES
230;02;2019;2-00-991-00-00-29-6292-00;CONTRATO INTER. No. 081 DE 2017 SUSCRITO CON EL MUNICIPIO DE MADRID
230;02;2019;2-00-991-00-00-29-6293-00;DIPLOMADO EN DOCENCIA UNIVERSITARIA CON ENFASIS EN INVESTIGACION
230;02;2019;2-00-991-00-00-29-6294-00;DIPLOMADO EN GESTION Y LIDERAZGO DEL DEPORTE
230;02;2019;2-00-991-00-00-29-6295-00;DIPLOMADO EN SALUD OCUPACIONAL
230;02;2019;2-00-991-00-00-29-6296-00;DIPLOMADO EN DISEÑO DE SITIOS WEB Y E-COMRECE
230;02;2019;2-00-991-00-00-29-6297-00;CURSO DE INICIACION AL KUNG-FU
230;02;2019;2-00-991-00-00-29-6298-00;CURSO DE HERRAMIENTAS DE INFORMACION GEOGRAFICA - QGIS
230;02;2019;2-00-991-00-00-29-6299-00;CONTRATO INTER. No. 148 DE 2016 SUSCRITO CON FDL RAFAEL URIBE URIBE
230;02;2019;2-00-991-00-00-29-6301-00;CURSO LIBRE AVANZADO DE TRABAJO SEGURO EN ALTURAS 2017
230;02;2019;2-00-991-00-00-29-6302-00;CURSO DE CIENCIA EXPERMENTAL PARA JOVENES Y NIÑOS 2017
230;02;2019;2-00-991-00-00-29-6304-00;CURSO CREACION DE SITIOS WEB Y COMERCIO ELECTRONICO
230;02;2019;2-00-991-00-00-29-6305-00;CONTRATO INTER. No. PE.GDE.1.4.7.1.17.018 DE 2017 SUSCRITO CON  CORMACARENA
230;02;2019;2-00-991-00-00-29-6306-00;CONTRATO INTER. No. 480 DE 2017 SUSCRITO CON LA UNIDAD NACIONAL DE PROTECCION UNP
230;02;2019;2-00-991-00-00-29-6307-00;PROYECTO ACADEMICO PARA TITULACION Y ACTUALIZACION PROFESIONAL 2017-3
230;02;2019;2-00-991-00-00-29-6308-00;DIPLOMADO INST. GEN. PARA LA GESTION AMBIENTAL EN LAS FUERZAS MILITARES
230;02;2019;2-00-991-00-00-29-6309-00; CONTRATO INTER. No. 1053 DE 2017 ENTRE LA ALCALDIA DISTRITAL DE SANTA MARTA  - UD
230;02;2019;2-00-991-00-00-29-6310-00;CONTRATO INTER. No. 213 DE 2017 SUSCRITO CON LA ALCALDIA DE BUCARAMANGA
230;02;2019;2-00-991-00-00-29-6311-00;CONTRATO INTER. No.04-5-10045 DE 2017 ENTRE MIN  DEFENSA NACIONAL POLICIA NACIONAL   - UD
230;02;2019;2-00-991-00-00-29-6312-00;CONTRATO INTER. No.085-5 DE 2017 ENTRE FONDO ROTATORIO DE LA POLICIA   - UD
230;02;2019;2-00-991-00-00-29-6314-00;CONTRATO INTER. No. 223 DE 2016 ENTRE FDL USME  - UD
230;02;2019;2-00-991-00-00-29-6315-00;CONTRATO INTER. No. 232 DE 2016 ENTRE FDL USME  - UD
230;02;2019;2-00-991-00-00-29-6316-00;LINEA DE PROFUNDIZACION AVALUOS ESPECIALES
230;02;2019;2-00-991-00-00-29-6317-00;CONTRATO FUNDACION MUSICA EN LOS TEMPLOS
230;02;2019;2-00-991-00-00-29-6318-00;CURSO TALLER DE MICROFILMACION, DIGITALIZACION Y CONSERVACION 2017
230;02;2019;2-00-991-00-00-29-6319-00;CONTRATO DE CONS. No. 17-16089-047PS SUSCRITO CON INST. ALEXANDER VON HUMBOLDT
230;02;2019;2-00-991-00-00-29-6320-00;CONTRATO INTER. No.083 DE 2017 ENTRE INST. DE INFRAESTRUCTURA Y CONCESIONES DE C/MARCA - UD
230;02;2019;2-00-991-00-00-29-6321-00;PROGRAMA ACADEMICO DE GRADO 2017-3 FAC. INGENIERIA
230;02;2019;2-00-991-00-00-29-6322-00;DIPLOMADOS MULTIDISCIPLINARIOS 2017-3
230;02;2019;2-00-991-00-00-29-6323-00;II CONGRESO INTERNACIONAL EN TECNOLOGIA E INGENIERIA ELECTRICA CITIE 2017
230;02;2019;2-00-991-00-00-29-6324-00;CONTRATO INTER. No. 143 DE 2016 SUSCRITO CON EL FDL DE RAFAEL URIBE URIBE
230;02;2019;2-00-991-00-00-29-6325-00;CONTRATO INTER. No. 144 DE 2016 SUSCRITO CON EL FDL DE RAFAEL URIBE URIBE
230;02;2019;2-00-991-00-00-29-6326-00;CONTRATO INTER. No. 146 DE 2016 SUSCRITO CON EL FDL DE RAFAEL URIBE URIBE
230;02;2019;2-00-991-00-00-29-6327-00;CURSO ARCHIMATE 3.0
230;02;2019;2-00-991-00-00-29-6328-00;CONTRATO INTER. No.145 DE 2016 ENTRE FDL RAFAEL URIBE URIBE   - UD
230;02;2019;2-00-991-00-00-29-6329-00;CONTRATO INTER. No. 4232000-712-2017 SUSCRITO CON LA ALCALDIA MAYOR DE BOGOTA
230;02;2019;2-00-991-00-00-29-6330-00;CONTRATO INTER. TRIPARTITA No. 977 DE 2017 CON SUPERINT. DE PUERTOS Y TRANSPORTE
230;02;2019;2-00-991-00-00-29-6331-00;"PROGRAMA ACADEMICO ""GESTION DE INSTRUMENTOS DE CALIDAD"" 2017-II"
230;02;2019;2-00-991-00-00-29-6332-00;CONTRATO INTER. No. 129 DE 2017 DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES
230;02;2019;2-00-991-00-00-29-6333-00;CONTRATO INTER. No. 372 DE 2017 SUSCRITO CON CUERPO OFICIAL BOMBEROS DE BOGOTA
230;02;2019;2-00-991-00-00-29-6334-00;CONTRATO INTER. No.118-5 DE 2017 ENTRE FONDO ROTATORIO DE LA POLICIA - UD
230;02;2019;2-00-991-00-00-29-6335-00;CONTRATO INTER. No.122-5 DE 2017 ENTRE FONDO ROTATORIO DE LA POLICIA - UD
230;02;2019;2-00-991-00-00-29-6336-00;CURSO LIBRE AVANZADO DE TRABAJO EN ALTURAS 2017-2
230;02;2019;2-00-991-00-00-29-6337-00;CONGRESO INTERNACIONAL DE COMPUTACION - CICOM 2018
230;02;2019;2-00-991-00-00-29-6338-00;CONTRATO INTER. No.086 DE 2017  MUNICIPIO DE TOPAIPI CUNDINAMARCA - UD
230;02;2019;2-00-991-00-00-29-6339-00;INTRODUCCION A LA PROGRAMACION CON PYTHON
230;02;2019;2-00-991-00-00-29-6340-00;DIPLOMADO EN GESTION DE LA INNOVACION Y MEJORAMIENTO EN LAS ORGANIZACIONES
230;02;2019;2-00-991-00-00-29-6341-00;XXII SEMINARIO DE INVESTIGACIONES BIOLOGICAS
230;02;2019;2-00-991-00-00-29-6343-00;DIPLOMADO PASO A PASO PARA INTEGRAR NORMAS
230;02;2019;2-00-991-00-00-29-6344-00;CONTRATO SG-CDCTI 159 DE 2017 SUSCRITO CON EL DEP. DE CUNDINAMARCA
230;02;2019;2-00-991-00-00-29-6345-00;CONTRATO INTER. No.80-3-10290-17 DE 2017 ENTRE DIR. NACIONAL DE ESCUELAS - UD
230;02;2019;2-00-991-00-00-29-6346-00;CONTRATO INTER. No.80-7-10292-17 DE 2017 ENTRE DIR. NACIONAL DE ESCUELAS - UD
230;02;2019;2-00-991-00-00-29-6347-00;CONTRATO INTER. No. 517 DE 2017 SUSCRITO CON  LA CAJA DE VIVIENDA POPULAR
230;02;2019;2-00-991-00-00-29-6348-00;CONTRATO INTER. No.02022 DE   2017 ENTRE EL DEPARTAMENTO DE NORTE SANTANDER - UD
230;02;2019;2-00-991-00-00-29-6349-00;CONTRATO INTER. No.M-2199 DE   2017 ENTRE MINISTERIO DEL INTERIOR - FONSECON - UD
230;02;2019;2-00-991-00-00-29-6350-00;CURSO ESPECIALIZADO EN FOTOGRAMETRIA
230;02;2019;2-00-991-00-00-29-6351-00;CONTRATO INTER. No. 537 DE 2017 SUSCRITO CON LA SECRETARIA DEL HABITAT
230;02;2019;2-00-991-00-00-29-6352-00;CONTRATO INTER. No 1378 DE   2017 ENTRE EL MINISTERIO DE EDUCACION NACIONAL - UD
230;02;2019;2-00-991-00-00-29-6353-00;CONTRATO INTER. No. 1270 DE 2017 SUSCRITO CON EL MINISTERIO DE EDUCACION NACIONAL
230;02;2019;2-00-991-00-00-29-6354-00;CONTRATO DE FINANCIAMIENTO No. FP44842-439-2017 SUSCRITO CON COLCIENCIAS
230;02;2019;2-00-991-00-00-29-6355-00;CONTRATO INTER. No 015 DE   2017 ENTRE LA ALCALDIA MUNICIPAL DE CAJICA - UD
230;02;2019;2-00-991-00-00-29-6356-00;CONTRATO INTER. PRINCIPIOS Y ANALISIS DE DATOS CON R Y QGIS PARA LA TELEDETECCION - UD
230;02;2019;2-00-991-00-00-29-6357-00;CONTRATO INTER. No 000011 DE   2017 AGENCIA DE C/MARCA PARA LA PAZ Y EL POSTCONFLICTO - UD
230;02;2019;2-00-991-00-00-29-6358-00;CONTRATO INTER. No 894 DE   2017 ENTRE AGENCIA NACIONAL DE TIERRAS  - UD
230;02;2019;2-00-991-00-00-29-6359-00;CONTRATO INTER. No 880 DE   2017 ENTRE DEPARTAMENTO DEL GUAINIA  - UD
230;02;2019;2-00-991-00-00-29-6361-00;DIPLOMADO EN ACTULIZACION Y TENDENCIAS EN GESTION LOGISTICA
230;02;2019;2-00-991-00-00-29-6362-00;CONTRATO INTER. No 2093 DE 2017 ALCALDIA MUNICIPAL DE IBAGUE -UD
230;02;2019;2-00-991-00-00-29-6363-00;CONTRATO INTER. No 836 DE 2017 UNIVERSIDAD PEDAGOGICA NACIONAL - UD
230;02;2019;2-00-991-00-00-29-6364-00;CONTRATO DE FINANCIAMIENTO No 118 DE 2017 CORP. RED NACIONAL ACAD. TEC.AVAN. RENATA - UD
230;02;2019;2-00-991-00-00-29-6365-00;CONTRATO INTER. No 394  DE 2017 MUNICIPIO DE PAIPA  -  UD
230;02;2019;2-00-991-00-00-29-6366-00;CONVENIO DE COOPERACION CONSEJO NORUEGO PARA REFUGIADOS -NRC - UD
230;02;2019;2-00-991-00-00-29-6367-00;CONTRATO PRES. DE SERVICIO PROF. No 032 DE 2018 AUDITORIA GENERAL DE LA REPUBLICA-  UD
230;02;2019;2-00-991-00-00-29-6368-00;CONTRATO INTER. No 009 DE 2017 MUNICIPIO DE RICAURTE -  UD
230;02;2019;2-00-991-00-00-29-6369-00;DIPLOMADO MEC. PART. CIUD. UNION TEMPORAL CONSTRUIR 2017
230;02;2019;2-00-991-00-00-29-6370-00;CONTRATO INTER. No 2180684 FONDO FINANCIERO DE PROYECTOS DE DESARROLLO FONADE  -  UD
230;02;2019;2-00-991-00-00-29-6371-00;CONVENIO No 153 DE 2018 CORP.  DES. SOSTENIBLE DEL SUR DE LA AMAZONIA CORPOAMAZONIA   -  UD
230;02;2019;2-00-991-00-00-29-6372-00;CONGRESO INTERANCIONAL DE COMPUTACION - CICOM 2018  -  UD
230;02;2019;2-00-991-00-00-29-6377-00;CURSO ArcGIS UNIDAD DE PLANEACION MINERO ENERGETICA UPME  2018 - UD
230;02;2019;2-00-991-00-00-29-6378-00;CONTRATO N° 101319 GRUPO DE ENERGIA DE BOGOTA S.A ESP - UD
230;02;2019;2-00-991-00-00-29-6379-00;LINEA DE PROFUNDIZACION AVALUOS ESPECIALES 2018  - UD
230;02;2019;2-00-991-00-00-29-6380-00;DIPLOMADO CATASTRO MULTIPROPOSITO  - UD
230;02;2019;2-00-991-00-00-29-6381-00;DIPLOMADO PROPIEDAD HORIZONTAL  - UD
230;02;2019;2-00-991-00-00-29-6382-00;VIII CONGRESO INTERNACIONAL - FORMACION DE PROFESORES DE CIENCIAS  -  UD
230;02;2019;2-00-991-00-00-29-6383-00;CONTRATO No. PE.GED.1.4.7.1.18.012-2018 ENTRE CORMACARENA - UD
230;02;2019;2-00-991-00-00-29-6384-00;CURSOS LIBRES EN ESTUDIOS ARTISTICOS 2018-2
230;02;2019;2-00-991-00-00-29-6385-00;DIPLOMADOS MULTIDISCIPLINARIOS 2018-3
230;02;2019;2-00-991-00-00-29-6386-00;CONTRATO PRESTACION DE SERVICIO PRUEBAS CONOCIMIENTO - ADECCO  - UD
230;02;2019;2-00-991-00-00-29-6387-00;VI SEMINARIO INTERNACIONAL Y XVI  NACIONAL DE  TOPOGRAFIA
230;02;2019;2-00-991-00-00-29-6388-00;CONVENIO  INTER. N° 2568-2017 DIPLOMADO CIENCIA Y CONTEXTO ENTRE SED   - UD
230;02;2019;2-00-991-00-00-29-6389-00;CONTRATO  FONDO MIXTO PARA LA PROMOCION CULTURA Y LAS ARTES DE BOYACA - UD
230;02;2019;2-00-991-00-00-29-6390-00;CONTRATO INTER. No SG-CDCTI-237 DE   2017 ENTRE DEP.  DE CUNDINAMARCA-SECRETARIA GENERAL - UD
230;02;2019;2-00-991-00-00-29-6391-00;DIPLOMADO  DOCENCIA UNIVERSITARIA CON ÉNFASIS EN INVESTIGACION - UD
230;02;2019;2-00-991-00-00-29-6392-00;CURSO. CIENCIA EXPERIMENTAL PARA JOVENES Y NIÑOS - UD
230;02;2019;2-00-991-00-00-29-6393-00;IV CONGRESO INTER. GIEI EDUCACION E INCLUSION - UD
230;02;2019;2-00-991-00-00-29-6395-00;CONVENIO  INTER. SECRE DIST.CUL. REC Y  DEP- SIS. SDACP Y DRAFE - UD.
230;02;2019;2-00-991-00-00-29-6396-00;DIPLOMADO SOST. MEDIO AMBIENTAL - POSCONFLICTO COLOMBIANO PARA CONST. DE PAZ - UD
230;02;2019;2-00-991-00-00-29-6397-00;CONTRATO N° 533 DE 2018 CAJA DE VIVIENDA POPULAR - UD
230;02;2019;2-00-991-00-00-29-6398-00;VI ENCUENTRO NACIONAL ESTUDIANTES LICENCIATURAS PEDAGOGIA INFANTIL EDU. ESPECIAL
230;02;2019;2-00-991-00-00-29-6399-00;CONTRATO  INTER. N° 261 DE 2018 MUNICIPIO DE MADRID -UD
230;02;2019;2-00-991-00-00-29-6403-00;CONTRATO INTER. No. 114 DE 2012 ENTRE EL INSTITUTO DISTRITAL DE TURISMO - UD
230;02;2019;2-00-991-00-00-29-6405-00;CONVENIO DE COOPERACION COOP. TRABAJADORES DE LA EDU. CUND.Y EL DIST - COOTRADECUN
230;02;2019;2-00-991-00-00-29-6406-00;PROPUESTA FORMACION EN  LENGUA EXTRANJERA: INGLES - ILUD Y LA UD
230;02;2019;2-00-991-00-00-29-6411-00;CONTRATO  N°CO1.PCCNTR. 645609 (1191 DE 2018) MINISTERIO DE EDUCACION NACIONAL - UD
230;02;2019;2-00-991-00-00-29-6412-00;CTTO INTERADM 1461 DE 2019 INSTITUTO DIST ARTES
230;02;2019;2-00-991-00-00-29-6501-00;DIPLOMADO GESTION DE PROYECTOS - UD
230;02;2019;2-00-991-00-00-29-6502-00;ORDEN DE TRABAJO N° 001 DE  2018 DIVISION DE RECURSOS HUMANOS UD - IDEXUD
230;02;2019;2-00-991-00-00-29-6504-00;CONTRATO  INTER. N° 109 D 2018 INS. INFRA. Y CONCESIONES DE CUNDINAMARCA ICCU - UD
230;02;2019;2-00-991-00-00-29-6505-00;DIPLOMADO EN SISTEMAS DE GESTION PARA LA SEGURIDAD DE LA INFORMACION Y LA UD
230;02;2019;2-00-991-00-00-29-6506-00;CONTRATO PRESTACION SERVICIOS N° 80-7-10054-18 DIRECCION NACIONAL DE ESCULELAS DINAE - UD
230;02;2019;2-00-991-00-00-29-6507-00;CONVENIO INTER. N°1085 DE 2018 MUN.  SOACHA - SECRETARIA DE MOVILIDAD - UD
230;02;2019;2-00-991-00-00-29-6508-00;CONTRATO INTER. N°007 SECRETARIA DE EDUCACION - SCP -DIIP - UD
230;02;2019;2-00-991-00-00-29-6509-00;CONTRATO INTER. N°060 DE 2018 CONCEJO MUNICIPAL DE  CHIA - UD
230;02;2019;2-00-991-00-00-29-6510-00;CONTRATO PRESTACION DE SERVICIOS FUN. UNIVERSITARIA INTER. DE LA RIOJA UNIR - UD
230;02;2019;2-00-991-00-00-29-6511-00;CONTRATO INTER. N° CO1,PCCNTR,619851 CONTRALORIA DE BOGOTA D.C  -  UD
230;02;2019;2-00-991-00-00-29-6512-00;CONTRATO INTER. N° 193 DE 2018 CONTRALORIA GENERAL DE LA REPUBLICA - UD
230;02;2019;2-00-991-00-00-29-6515-00;INTRODUCCION  A LA PROGRAMACION CON PYTHON - UD
230;02;2019;2-00-991-00-00-29-6517-00;CONTRATO INTER. N° 2269 DE 2018 DEPARTAMENTO DE BOYACA - UD
230;02;2019;2-00-991-00-00-29-6518-00;PROGRAMA  ACADÉMICO DE GRADO FACULTAD TECNOLOGICA  -  UD
230;02;2019;2-00-991-00-00-29-6519-00;CONTRATO  N° 570-CENAC USAQUEN DE 2018  (SERVIDIOS DE CAPACITACION CITINF)  -  UD
230;02;2019;2-00-991-00-00-29-6520-00;ORDEN DE COMPRA N° 361 DE 2018 ROMEO MEDICAL SERVICES S.A.S
230;02;2019;2-00-991-00-00-29-6521-00;CONTRATO PRESTACIÓN DE SERVICIOS N° 221 DE 2018 INST. MUN. REC. Y DEPORTE COTA CUND. - UD
230;02;2019;2-00-991-00-00-29-6525-00;CONTRATO INTER. N° 3879 DE 2018 INS. DISTRITAL DE RECREACION Y DEPORTE IDRD  -  UD
230;02;2019;2-00-991-00-00-29-6526-00;CONTRATO INTER. N° 050  DE 2019 CONTRALORIA GENERAL DE LA REPUBLICA   -  UD
230;02;2019;2-00-991-00-00-29-6527-00;PROGRAMA ACADEMICO TRANS. RETORNO ESTUDIANTES 2019 - FAC. ARTES ASAB
230;02;2019;2-00-991-00-00-29-6529-00;PROGRAMA ACADEMICO TRANS. RETORNO - PRO. ACA. DE GRADO PERIODO 2019 I
230;02;2019;2-00-991-00-00-29-6530-00;CONTRATO INTER. N° 015-00-D-CACOM-1-DEDHU-2019 MIN. DEFENSA FUERZA AEREA - UD
230;02;2019;2-00-991-00-00-29-6532-00;PROGRAMA ACADEMICO DE GRADO 069 -  2019-1
230;02;2019;2-00-991-00-00-29-6533-00;CONTRATO PRESTACION DE SERVICIOS N° CMC-002-2019
230;02;2019;2-00-991-00-00-29-6535-00;CONTRATO INTER. N° 008 DE 2018 GOB. DEPARTAMENTO DE SUCRE - UD
230;02;2019;2-00-991-00-00-29-6537-00;FORMACION  DOCENTES: OPORTUNIDAD PARA LA TRANSFORMACION  SOCIAL - UD
230;02;2019;2-00-991-00-00-29-6538-00;CONTRATO DE PRESTACION  DE SERVICIOS N°80-7-10006-19 DIRECCION NACIONAL DE ESCUELAS - UD
230;02;2019;2-00-991-00-00-29-6539-00;CONTRATO INTER. N° 2325 DE 2018 DEPARTAMENTO DE CASANARE - UD
230;02;2019;2-00-991-00-00-29-6540-00;CONTRATO INTER. N° 001 DE 2019 MUNICIPIO DE SUPATA  - UD
230;02;2019;2-00-991-00-00-29-6544-00;CONTRATO INTER. N° 800 DE 2019 BILINGUISMO DEPARTAMENTO  NORTE DE SANTANDER - UD
230;02;2019;2-00-991-00-00-29-6547-00;DIPLOMADO EN  INNOVACIÓN,  FORMULACION Y EVALUACION DE PROYECTOS - FAC. TECNOLOGICA - UD
230;02;2019;2-00-991-00-00-29-6550-00;CONTRATO  PRESTACION  DE SERVICIOS N°001 DE 2019 DEPARTAMENTO DEL GUAVIARE - UD
230;02;2019;2-00-991-00-00-29-6552-00;DIPL. CONSOLID Y FORT DE EXP DE INCL PARA LA DIVERSIDAD
230;02;2019;2-00-991-00-00-29-6553-00;CONTRATO 416 DE 2019 LAB CULT Y PAZ  COLCIENCIAS, FIDUPREVISORA UDFJC
230;02;2019;2-00-991-00-00-29-6554-00;CONTRATO 187 DE 2018 FDL TUNJUELITO
230;02;2019;2-00-991-00-00-29-6555-00; PROGRAMAS DE FORMACION MUSICARL ALAC
230;02;2019;2-00-991-00-00-29-6558-00;CONTRATO 048 DE 2019 AUDITORIA GENERAL DE LA NACION
230;02;2019;2-00-991-00-00-29-6559-00;CONTRATO 537 DE 2019 CAJA DE VIVIENDA POPULAR
230;02;2019;2-00-991-00-00-29-6564-00;DIPLOMADO CIENCIA Y CONTEXTO 2019 - CIA 2568 DE 2017 SED - UD
230;02;2019;2-00-991-00-00-29-6586-00;CTTO PARA SERV NO CONSULTORIA GEF-CA-SNC-008 2019
230;02;2019;2-00-991-00-00-29-6587-00;CTTO INTERADM 278-2019 INST DEP DE CULT Y TURIISMO
230;02;2019;2-00-991-00-00-29-6588-00;CONTRATO INTER.  N° SMEG-CDCTI-013 DE 2019 DEP. CUN. - SEC. MINAS,ENERGIA Y GAS - UD
230;02;2019;2-00-991-00-00-29-6589-00;CTTO INTERADM 672 2019 ESAP
230;02;2019;2-00-991-00-00-29-6590-00;CONTRATO INTER.  N° 1792 de 2019 CORP. AUTÓNOMA REGIONAL DE CUNDINAMARCA  CAR - UD
230;02;2019;2-00-991-00-00-29-7001-00;CONTRATO INTER. No. 196 - 2012 ENTRE EL FDL RAFAEL URIBE URIBE Y LA UD
